zip,latitude,longitude,county,region,num_facilities,zip_numbeds,zip_occup_rate,zippop,zip_afam,zip_asan,zip_hispan,zip_caucasn,zip_nativ,zip_othrace,zip_pctfem,zip_pctmale,zip_CMS_overall_rating,zip_nhoverall_rating,zip_qualityoffacility_rating,zip_abuse_current,zip_abuse_previous,zip_abuse_prior,zip_abuse_tot,zip_admin_current,zip_admin_previous,zip_admin_prior,zip_admin_tot,zip_all_current,zip_all_previous,zip_all_prior,zip_all_tot,zip_env_current,zip_env_previous,zip_env_prior,zip_env_tot,zip_ls_current,zip_ls_previous,zip_ls_prior,zip_ls_tot,zip_nursing_turnover,zip_aid_hprd,zip_N2009_Abuse,zip_N2009_Admin,zip_N2009_Care,zip_N2009_Environ,zip_N2009_Nutri,zip_N2009_Rights,zip_N2009_Staff,zip_N2009_Total,zip_N2010_Abuse,zip_N2010_Admin,zip_N2010_Care,zip_N2010_Environ,zip_N2010_Nutri,zip_N2010_Rights,zip_N2010_Staff,zip_N2010_Total,zip_N2011_Abuse,zip_N2011_Admin,zip_N2011_Care,zip_N2011_Environ,zip_N2011_Nutri,zip_N2011_Rights,zip_N2011_Staff,zip_N2011_Total,zip_N2012_Abuse,zip_N2012_Admin,zip_N2012_Care,zip_N2012_Environ,zip_N2012_Nutri,zip_N2012_Rights,zip_N2012_Staff,zip_N2012_Total,zip_N2013_Abuse,zip_N2013_Admin,zip_N2013_Care,zip_N2013_Environ,zip_N2013_Nutri,zip_N2013_Rights,zip_N2013_Staff,zip_N2013_Total
90061,33.92303021000049,-118.27377957999971,Los Angeles,Los Angeles,2,147.0,95.0,10761,54.5,1.0,21.0,34.0,0.0,10.5,46.0,54.0,2.5,2.0,1.5,0.5,1.5,0.0,2.0,0.0,1.5,0.5,2.0,19.0,21.5,20.5,61.0,1.5,1.0,2.0,4.5,6.0,6.0,10.0,22.0,51.7,2.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,3.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,5.0,0.0,0.0,3.0,0.0,15.5,5.5,0.5,3.5,0.0,0.0,0.5,0.0,10.0
90065,34.10881395500047,-118.22766603799971,Los Angeles,Los Angeles,1,90.0,92.0,21275,7.0,5.0,72.0,16.0,0.0,72.0,55.0,45.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,20.0,57.0,2.0,2.0,1.0,5.0,4.0,3.0,7.0,14.0,29.6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
90066,34.002152760000456,-118.4290396619997,Los Angeles,Los Angeles,4,71.5,85.0,29082,29.8,6.0,18.8,47.5,0.0,16.8,64.8,35.3,3.0,2.5,2.0,0.0,0.8,0.0,0.8,0.5,0.5,0.3,1.3,16.0,15.0,12.5,43.5,1.3,1.3,0.0,2.5,3.0,1.8,5.3,10.0,41.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.8,0.0,0.0,0.0,0.0,2.0,2.3,1.3,1.5,0.0,1.5,1.3,0.0,7.8
90201,33.96958259900049,-118.17504801999968,Los Angeles,Los Angeles,4,104.3,95.0,28762,16.3,21.8,36.8,25.3,0.0,36.8,53.3,46.8,3.3,3.3,3.3,0.8,1.0,0.5,2.3,0.3,0.5,0.0,0.8,15.5,15.0,8.8,39.3,0.8,1.0,0.8,2.5,4.0,5.8,2.5,12.3,42.1,2.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.5,0.0,1.0,0.0,2.3,1.5,0.3,1.3,0.0,0.0,0.0,0.0,3.0
90222,33.91203300100045,-118.23502647699968,Los Angeles,Los Angeles,1,99.0,94.0,13175,47.0,1.0,28.0,22.0,0.0,30.0,43.0,57.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,15.0,25.0,57.0,2.0,4.0,3.0,9.0,5.0,4.0,8.0,17.0,61.8,2.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,7.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,11.0
90230,33.99506171100046,-118.39500957899969,Los Angeles,Los Angeles,2,86.5,81.0,18322,26.5,3.0,6.5,65.5,0.0,5.0,81.5,18.5,3.0,3.5,2.5,1.0,0.0,1.0,2.0,1.0,0.5,1.0,2.5,24.0,16.0,20.5,60.5,3.0,0.0,2.0,5.0,5.0,5.0,3.0,13.0,58.6,2.8,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,7.0,0.5,0.5,2.5,0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0
90232,34.019702237000445,-118.39595678999967,Los Angeles,Los Angeles,1,21.0,,9614,47.0,10.0,3.0,40.0,0.0,3.0,50.0,50.0,4.0,,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,22.0,3.0,0.0,0.0,3.0,6.0,2.0,0.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90240,33.95620432700048,-118.11982734499969,Los Angeles,Los Angeles,1,70.0,89.0,12584,10.0,6.0,58.0,26.0,0.0,58.0,65.0,35.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,17.0,18.0,47.0,0.0,1.0,1.0,2.0,4.0,12.0,2.0,18.0,50.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90241,33.94049278700044,-118.13166748599969,Los Angeles,Los Angeles,1,198.0,96.0,18863,5.0,7.0,43.0,45.0,0.0,43.0,60.0,40.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,12.0,20.0,49.0,1.0,1.0,3.0,5.0,6.0,3.0,9.0,18.0,20.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
90242,33.92203085800048,-118.14007941599971,Los Angeles,Los Angeles,2,194.5,95.5,17907,20.5,3.0,36.5,39.5,0.0,37.0,53.0,47.0,3.0,2.5,1.5,1.5,1.5,1.5,4.5,0.5,0.5,0.5,1.5,23.0,20.0,18.5,61.5,2.5,1.5,2.0,6.0,5.5,7.0,5.0,17.5,31.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.5,3.0,0.0,0.0,4.5,0.0,18.0,4.0,2.0,5.0,0.5,0.0,1.0,0.0,12.5
90247,33.89189390000047,-118.29849831699971,Los Angeles,Los Angeles,6,87.7,93.4,18378,27.7,24.5,16.3,31.2,0.3,16.3,57.3,42.7,2.5,2.8,3.0,0.8,0.2,0.2,1.2,0.5,0.0,0.2,0.7,17.2,9.7,7.5,34.3,1.7,0.3,0.2,2.2,4.5,2.8,1.8,9.2,40.7,2.6,0.2,0.3,1.2,0.0,0.0,0.0,0.0,1.7,0.3,0.0,0.5,0.2,0.0,0.2,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.5,0.0,0.0,0.0,1.5,0.7,0.7,1.2,0.3,0.0,0.2,0.0,3.0
90248,33.87544370900048,-118.28237834699968,Los Angeles,Los Angeles,1,50.0,87.0,4917,54.0,16.0,19.0,11.0,0.0,19.0,27.0,73.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,16.0,7.0,36.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,11.0,5.9,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
90249,33.90050135700045,-118.31913709299971,Los Angeles,Los Angeles,1,99.0,91.0,13321,73.0,4.0,8.0,14.0,1.0,8.0,54.0,46.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,22.0,9.0,49.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,10.0,20.9,2.3,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0
90250,33.91415336400047,-118.34715803299969,Los Angeles,Los Angeles,3,97.3,90.3,37140,63.3,2.0,14.0,20.0,3.3,11.3,49.0,51.0,2.0,2.3,1.3,0.3,0.0,0.0,0.3,0.7,0.7,1.0,2.3,23.0,21.7,23.0,67.7,1.7,0.0,0.7,2.3,8.0,7.0,8.0,23.0,56.6,2.3,0.0,0.3,1.3,0.3,0.0,0.3,0.0,2.3,0.7,0.3,2.0,0.0,0.0,0.3,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.3,0.0,0.0,1.7,0.0,4.3,1.0,0.0,1.7,0.0,0.0,0.3,0.0,3.0
90255,33.978672351000455,-118.21899775099968,Los Angeles,Los Angeles,1,99.0,90.0,21324,0.0,0.0,50.0,0.0,0.0,100.0,58.0,42.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,12.0,18.0,44.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,15.0,33.8,2.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90260,33.88913047700049,-118.3522981749997,Los Angeles,Los Angeles,1,59.0,91.0,13447,39.0,2.0,30.0,29.0,0.0,30.0,50.0,50.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0,18.0,13.0,39.0,0.0,1.0,0.0,1.0,3.0,3.0,6.0,12.0,61.4,2.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0
90262,33.92512015700049,-118.20319931099971,Los Angeles,Los Angeles,4,89.3,83.0,22343,40.3,11.8,44.3,13.5,1.5,33.0,51.8,48.3,3.8,3.8,2.8,0.5,0.5,0.5,1.5,0.3,0.0,0.5,0.8,17.8,15.8,16.8,50.3,0.8,0.8,0.3,1.8,4.5,5.8,4.5,14.8,58.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.3,0.8,0.5,0.0,0.0,0.0,3.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0
90270,33.98850075300044,-118.1889476929997,Los Angeles,Los Angeles,1,133.0,96.0,7861,20.0,2.0,40.0,38.0,0.0,40.0,49.0,51.0,3.0,1.0,2.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,21.0,17.0,48.0,0.0,1.0,1.0,2.0,1.0,4.0,7.0,12.0,22.9,2.2,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0
90275,33.76310359300044,-118.3666584179997,Los Angeles,Los Angeles,1,28.0,92.0,27574,0.0,0.0,0.0,96.0,0.0,4.0,65.0,35.0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90280,33.94496379700047,-118.19748997399972,Los Angeles,Los Angeles,1,99.0,69.0,33389,7.0,4.0,82.0,7.0,0.0,82.0,49.0,51.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,13.0,7.0,32.0,1.0,1.0,0.0,2.0,3.0,3.0,6.0,12.0,9.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90293,33.95744265300044,-118.43916786999972,Los Angeles,Los Angeles,1,99.0,90.0,8037,49.0,1.0,9.0,41.0,0.0,9.0,67.0,33.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,16.0,15.0,33.0,64.0,2.0,1.0,1.0,4.0,3.0,2.0,9.0,14.0,38.6,2.2,1.0,4.0,7.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,1.0,0.0,4.0,0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
90301,33.95672138200047,-118.35448805799967,Los Angeles,Los Angeles,3,70.3,93.7,14260,82.7,2.0,4.7,10.7,0.0,4.7,61.0,39.0,2.3,2.0,2.0,0.3,0.0,0.3,0.7,1.0,0.3,0.7,2.0,19.3,15.3,22.0,56.7,1.3,1.0,2.3,4.7,2.0,5.0,5.3,12.3,34.7,2.4,0.0,1.0,1.7,0.0,0.7,0.3,0.0,3.7,0.3,0.0,1.3,0.0,0.3,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.7,0.7,0.0,0.7,0.0,3.7,1.3,2.0,1.7,0.0,0.0,0.3,0.0,5.3
90302,33.97375380400047,-118.35768598199968,Los Angeles,Los Angeles,2,84.0,83.5,13340,76.0,5.5,13.0,4.0,7.0,7.5,70.0,30.0,3.5,3.5,3.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,2.5,14.5,17.0,18.5,50.0,2.0,2.0,1.0,5.0,5.0,7.0,7.0,19.0,54.5,2.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,0.5,2.0,0.5,0.0,0.5,0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90401,34.01760359900044,-118.49296772799971,Los Angeles,Los Angeles,1,48.0,85.0,4125,15.0,3.0,15.0,82.0,0.0,0.0,55.0,45.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,10.0,23.0,30.0,63.0,2.0,1.0,1.0,4.0,0.0,6.0,10.0,16.0,54.3,2.6,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90403,34.02842266300047,-118.49353692399967,Los Angeles,Los Angeles,1,66.0,93.0,16192,14.0,0.0,5.0,71.0,4.0,11.0,71.0,29.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,11.0,31.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,11.0,40.8,2.6,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90404,34.02784043300045,-118.4747187049997,Los Angeles,Los Angeles,8,108.9,75.5,12335,9.6,3.6,8.9,79.6,0.1,7.0,68.4,31.6,3.8,3.4,2.8,0.3,0.4,0.3,0.9,0.5,1.0,1.0,2.5,14.1,21.9,20.9,56.9,0.5,0.9,0.9,2.3,5.4,9.5,8.3,23.1,32.4,2.6,0.1,0.5,1.0,0.0,0.0,0.0,0.0,1.6,0.1,0.9,0.9,0.9,0.1,1.0,0,3.9,0.3,0.0,0.4,0.1,0.1,0.0,0.0,0.9,0.4,0.9,1.4,0.6,0.3,0.5,0.0,4.0,0.5,0.9,1.6,0.4,0.0,0.3,0.0,3.6
90405,34.01013019000044,-118.4726765529997,Los Angeles,Los Angeles,2,42.5,85.5,18930,30.5,5.5,12.0,54.5,0.0,9.5,70.5,29.5,4.5,4.5,3.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,2.0,12.5,11.0,14.5,38.0,0.5,1.5,0.0,2.0,5.0,3.0,5.5,13.5,25.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90502,33.83163301900049,-118.2928193949997,Los Angeles,Los Angeles,4,196.8,77.3,7986,30.8,17.5,15.5,34.5,0.3,17.0,60.3,39.8,2.0,2.3,2.0,1.3,0.3,0.3,1.8,1.8,0.5,0.8,3.0,23.8,15.8,23.8,63.3,1.3,0.5,1.0,2.8,3.0,4.0,8.8,15.8,38.9,2.5,0.0,0.3,2.5,0.0,0.0,0.8,0.0,3.5,0.3,0.0,0.5,0.0,0.0,0.8,0,1.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,2.0
90503,33.83995370500048,-118.35390582699972,Los Angeles,Los Angeles,5,95.4,90.5,22656,14.5,8.5,6.5,44.8,0.0,32.3,58.3,41.8,2.4,2.3,2.2,0.6,0.2,0.8,1.6,0.6,0.6,0.2,1.4,17.2,20.2,19.2,56.6,2.2,1.0,0.6,3.8,3.6,7.0,7.2,17.8,42.0,2.4,0.4,0.2,1.2,0.0,0.2,0.2,0.0,2.2,0.2,0.6,1.8,0.2,0.2,0.2,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.4
90505,33.81145046900048,-118.34787930399972,Los Angeles,Los Angeles,3,81.3,86.7,20120,15.7,21.3,8.7,50.7,0.3,12.0,64.7,35.3,3.0,3.3,3.0,0.0,0.0,0.3,0.3,0.7,0.7,1.7,3.0,16.3,14.0,11.7,42.0,0.7,0.3,0.3,1.3,3.3,3.3,2.0,8.7,62.0,2.6,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.0,0.0,0.3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0
90602,33.971251081000446,-118.03505628899967,Los Angeles,Los Angeles,2,70.5,86.5,9953,3.0,8.0,55.5,31.0,2.0,56.0,48.5,51.5,3.5,4.0,3.0,0.5,1.5,0.0,2.0,0.5,0.0,1.5,2.0,12.5,17.5,20.0,50.0,1.0,2.0,1.5,4.5,5.0,4.0,6.0,15.0,49.5,2.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5
90603,33.94370374600044,-117.99197990399972,Los Angeles,Los Angeles,1,160.0,86.0,12046,3.0,10.0,47.0,40.0,0.0,47.0,69.0,31.0,4.0,2.0,1.0,3.0,1.0,1.0,5.0,0.0,2.0,0.0,2.0,14.0,24.0,11.0,49.0,0.0,0.0,1.0,1.0,4.0,6.0,3.0,13.0,33.3,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0
90605,33.94588059400047,-118.03256659999971,Los Angeles,Los Angeles,1,22.0,96.0,18504,0.0,0.0,100.0,0.0,0.0,100.0,66.0,34.0,5.0,,4.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,11.0,10.0,28.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,9.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90606,33.97639122200047,-118.06602748799969,Los Angeles,Los Angeles,2,110.5,91.0,15516,2.5,3.0,45.5,49.0,0.0,45.5,72.0,28.0,4.5,3.0,2.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5,2.0,12.5,17.5,19.5,49.5,0.5,1.0,1.0,2.5,1.5,6.0,7.0,14.5,54.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,4.0,0.0,0.0,2.0,0.0,9.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,2.5
90620,33.84278230300049,-118.0123492889997,Orange,Orange,2,121.0,91.5,24469,3.0,23.0,29.0,43.0,0.0,31.0,53.0,47.0,2.5,4.0,2.5,1.0,0.0,0.5,1.5,2.5,2.5,2.0,7.0,23.0,22.5,16.5,62.0,0.0,1.0,1.0,2.0,6.5,10.5,4.0,21.0,35.9,2.9,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5,0.0,0.0,0.0,0,2.5,0.0,1.5,0.5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,2.5,0.5,0.5,1.5,0.0,0.0,0.0,0.0,2.5
90621,33.87037308800046,-117.99698969499968,Orange,Orange,1,31.0,83.0,13820,0.0,10.0,10.0,80.0,0.0,10.0,48.0,52.0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90631,33.93180277600044,-117.95265760399968,Orange,Orange,2,92.5,91.5,32565,3.0,9.5,33.0,64.5,0.0,23.0,73.5,26.5,3.0,2.5,2.5,0.0,0.0,0.5,0.5,2.5,0.5,2.0,5.0,20.0,19.5,24.5,64.0,1.5,0.5,1.5,3.5,4.0,4.5,6.0,14.5,39.2,2.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
90638,33.90267385900046,-118.00708748799968,Los Angeles,Los Angeles,2,120.5,82.5,25672,12.0,12.0,48.5,49.5,1.0,25.5,66.5,33.5,2.5,1.5,1.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,17.0,23.5,14.5,55.0,1.5,1.0,0.5,3.0,5.5,5.5,4.0,15.0,54.8,2.3,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,5.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
90640,34.014032005000445,-118.11318817799969,Los Angeles,Los Angeles,2,149.5,89.5,27675,1.0,7.0,77.0,14.0,0.5,77.5,58.5,41.5,2.5,3.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,18.0,15.5,14.5,48.0,0.0,0.5,1.0,1.5,4.0,3.5,3.5,11.0,24.0,2.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
