id,latitude,longitude,norm_score
50,33.95744265300044,-118.43916786999972,1187073
51,33.95672138200047,-118.35448805799967,1187073
52,33.97375380400047,-118.35768598199968,1187073
53,34.01760359900044,-118.49296772799971,1187073
54,34.02842266300047,-118.49353692399967,1187073
55,34.02784043300045,-118.4747187049997,1187073
56,34.01013019000044,-118.4726765529997,1187073
57,33.83163301900049,-118.2928193949997,1187073
58,33.83995370500048,-118.35390582699972,1187073
59,33.81145046900048,-118.34787930399972,1187073
60,33.971251081000446,-118.03505628899967,1187073
61,33.94370374600044,-117.99197990399972,1187073
62,33.94588059400047,-118.03256659999971,1187073
63,33.97639122200047,-118.06602748799969,1187073
64,33.84278230300049,-118.0123492889997,397115
65,33.87037308800046,-117.99698969499968,397115
66,33.93180277600044,-117.95265760399968,1187073
67,33.93180277600044,-117.95265760399968,397115
68,33.90267385900046,-118.00708748799968,1187073
69,33.90267385900046,-118.00708748799968,397115
70,34.014032005000445,-118.11318817799969,1187073
71,33.90621069400049,-118.08204752299969,1187073
72,33.99133369600048,-118.09123720999969,1187073
73,33.80096162500047,-117.9932877499997,397115
74,33.86631050800048,-118.08104817099968,1187073
75,33.344162507000476,-118.32659746699971,1187073
76,33.88544156700044,-118.1283087969997,1187073
77,33.79380105600046,-118.3173599859997,1187073
78,33.79895423200048,-118.06819999099969,397115
79,33.895374250000486,-118.16535865799972,1187073
80,33.73272331400045,-118.29229799399968,1187073
81,33.73946241700048,-118.31340603099972,1187073
82,33.76119179000045,-118.08841730099971,397115
83,33.79976240400049,-118.1668794099997,1187073
84,33.76935171000048,-118.18452882299971,1187073
85,33.76151332100045,-118.1374897929997,1187073
86,33.78173063100047,-118.15235840199972,1187073
87,33.86281277900048,-118.17910625599967,1187073
88,33.80148302600048,-118.18919970399969,1187073
89,33.83250202000045,-118.18131786399971,1187073
90,33.81356214200048,-118.21653847799968,1187073
91,33.78137434100046,-118.18660573499972,1187073
92,33.771432968000454,-118.15235840199972,1187073
93,33.79356208100046,-118.12236917399969,1187073
94,34.127784249000456,-118.0531358559997,1187073
95,34.13772127700048,-117.96655727699971,1187073
96,34.14363048400048,-118.0038982539997,1187073
97,34.20996133800048,-118.23087699599972,1187073
98,34.11205098400046,-118.1547394649997,1187073
99,34.25970296100047,-118.3244988299997,1187073
100,34.25460192400044,-118.2872577869997,1187073
101,34.145212066000454,-118.13830665399968,1187073
102,34.163721789000476,-118.15519568999969,1187073
103,34.136982626000474,-118.15917571599971,1187073
104,34.15076063800046,-118.09228870099969,1187073
105,34.16917042600045,-118.29181569799971,1187073
106,34.16361316400048,-118.2649592199997,1187073
107,34.13669151100049,-118.25949754799967,1187073
108,34.13853379300048,-118.2438685629997,1187073
109,34.15379345200046,-118.2372076689997,1187073
110,34.19002210700046,-118.2271663619997,1187073
111,34.228570997000475,-118.2469491709997,1187073
112,34.19807340300048,-118.59909883299969,1187073
113,34.22192313800048,-118.60967892099967,1187073
115,34.208401481000465,-118.5759399529997,1187073
116,34.197812702000476,-118.63800835599972,1187073
118,34.25282047300044,-118.5950275619997,1187073
121,34.38552128500049,-118.51401927999967,1187073
122,34.23588364000045,-118.5210581879997,1187073
123,34.200180731000444,-118.54031959799971,1187073
124,34.30514302800049,-118.43521825999971,1187073
125,34.235514315000444,-118.4752661759997,1187073
126,34.274801855000476,-118.50113633899969,1187073
127,34.262123129000486,-118.46175755399969,1187073
128,34.22551211300049,-118.37651723499971,1187073
129,34.16990038700044,-118.5404890529997,1187073
131,34.15138197400046,-118.83569741699972,1187073
133,34.18186218700049,-118.82387900199967,1187073
135,34.16201420300047,-118.59846880599969,1187073
136,34.22575108800049,-118.4489267519997,1187073
137,34.20047184600048,-118.4486964669997,1187073
138,34.199811405000446,-118.48688906499967,1187073
139,34.17933339400048,-118.45792960399967,1187073
140,34.15306349100047,-118.43295885699968,1187073
141,34.15384124700046,-118.4873366009997,1187073
142,34.171151749000444,-118.32244798699969,1187073
143,34.167132618000494,-118.37252852099971,1187073
144,34.14446038000045,-118.3942796179997,1187073
145,34.20546425700047,-118.40193986299971,1187073
146,34.18673293900048,-118.3868062089997,1187073
147,34.16615064800044,-118.39933720499971,1187073
148,34.132142289000456,-117.5964583979997,208815
149,34.08512064000047,-117.96798678299967,1187073
150,34.10821434400049,-117.71909617899968,1187073
151,34.09580066400048,-117.90580975499972,1187073
152,34.08496422000047,-117.88642668499972,1187073
153,34.07881169200044,-118.03912755799968,1187073
154,34.07068218700044,-118.0160599249997,1187073
155,34.055100997000466,-118.04699636399971,1187073
156,34.11709119000045,-117.85499925999972,1187073
157,34.139050848000466,-117.85502967499968,1187073
158,33.99778168400047,-117.96604891099969,1187073
159,34.115861554000446,-117.77047586899971,1187073
160,34.05316312500048,-118.1388497799997,1187073
161,34.05779055600044,-117.6632889279997,208815
162,34.07173367800044,-117.6995175839997,208815
163,34.07463179600046,-117.61381669499968,208815
164,34.044181998000454,-117.7523962999997,1187073
165,34.044181998000454,-117.7523962999997,208815
166,34.08076260000047,-117.73770583699968,1187073
167,34.063960463000456,-117.77899642499972,1187073
168,34.06563329100044,-118.08368993499971,1187073
169,34.103161103000446,-117.81483837499968,1187073
170,34.11565299400047,-118.08573643299968,1187073
171,34.089800211000465,-118.09671626199969,1187073
172,34.101653386000464,-118.05552995399972,1187073
173,34.10199229600045,-117.65981726899969,208815
174,34.06664133200047,-117.93768905999968,1187073
175,34.06350423700047,-117.89805826499969,1187073
176,34.09389320600047,-118.12939939299969,1187073
177,34.07533134300047,-118.1443071059997,1187073
178,32.638750864000485,-117.06695864799968,396293
179,32.60779270000046,-117.06010657499968,396293
180,32.759303042000454,-117.00408641899969,396293
181,32.77484078200047,-117.02488595999972,396293
182,32.73552282600048,-117.0330893309997,396293
183,32.67268101200045,-117.09200760499971,396293
184,32.72646349000047,-116.99852915599968,396293
185,33.154420461000484,-117.33129574699967,396293
186,33.09305160500048,-117.24851904799971,396293
187,32.95928192000048,-117.25603590699967,396293
188,32.79485387700049,-116.96692793199969,396293
189,32.816800500000454,-116.9226088749997,396293
190,33.052903753000464,-117.27300749899968,396293
191,33.11118331200049,-117.07192933499971,396293
192,33.167412028000456,-117.10243996299971,396293
193,33.135241608000456,-117.04757992299972,396293
194,33.36927229300045,-117.22599888499968,293818
195,33.36927229300045,-117.22599888499968,396293
196,32.84544277600048,-117.25443694499972,396293
197,32.85864290200044,-116.9208882529997,396293
198,33.199460789000454,-117.28638577099969,396293
199,32.97370299300047,-117.04030638499972,396293
200,32.846442127000444,-116.98605899099971,396293
201,33.127581363000445,-117.19004830899968,396293
202,33.19725352700044,-117.25032656999969,396293
203,33.21295203100044,-117.2223099739997,396293
204,32.71385428400049,-117.12178827199972,396293
205,32.74582048900044,-117.16264870399971,396293
206,32.74201426500048,-117.09537932899968,396293
207,32.76310057700044,-117.20166685299972,396293
208,32.80228383600047,-117.16407821099972,396293
209,32.681631724000454,-117.1699656939997,396293
210,32.86214063200049,-117.21337664299972,396293
211,32.808010553000486,-117.13417588299967,396293
212,33.01729208900048,-117.1075496899997,396293
213,32.99882147000045,-117.0720857549997,396293
214,32.945912337000436,-117.22171905399972,396293
215,32.679880686000445,-117.04990884599971,396293
216,33.712853604000486,-116.23375604799969,293818
217,33.92536347800046,-116.89273696299972,293818
218,33.94979109900049,-116.97655646399971,293818
220,33.61149331500047,-114.60558689699968,293818
224,34.152872311000465,-116.3042363829997,208815
225,33.72585386100047,-116.38247689599967,293818
226,33.84215227700048,-116.53782822399967,293818
227,33.801430886000446,-116.51931849999971,293818
228,33.76684029700044,-116.42074770499971,293818
229,34.14809280400044,-116.41266599499971,208815
230,34.46442224000049,-117.19576633599968,208815
231,34.89102357000047,-117.0343667619997,208815
232,34.032932779000475,-117.31366805999971,208815
233,34.24360037000048,-116.90894817799972,208815
234,34.06130132000044,-117.3200465279997,293818
235,34.06130132000044,-117.3200465279997,208815
236,34.08952213000049,-117.44872821099972,208815
237,34.126424262000455,-117.4595689999997,208815
238,34.124621085000456,-117.1999375419997,208815
239,34.26719375100049,-117.21500602099968,208815
240,34.05198128300049,-117.2523165829997,208815
241,34.07064308200046,-117.11271590099972,208815
242,34.042982777000475,-117.18429986599972,293818
243,34.042982777000475,-117.18429986599972,208815
244,34.06407343400048,-117.1690966919997,208815
245,34.10670228200047,-117.37439820299971,208815
246,34.502901609000446,-117.3018887499997,208815
247,34.02913089900045,-117.04659795299972,293818
248,34.02913089900045,-117.04659795299972,208815
249,34.142844038000476,-117.2620580849997,208815
250,34.17619195500049,-117.33384626599968,208815
251,34.121384056000466,-117.3181694859997,208815
252,33.99150315200046,-117.37162608899968,293818
253,33.91444013400047,-117.4590780149997,293818
254,33.925432998000474,-117.40731596399968,293818
255,33.91772061300048,-117.48638637399972,293818
256,33.94427294200045,-117.37571908399968,293818
257,33.996343487000445,-117.4464166679997,293818
258,33.996343487000445,-117.4464166679997,208815
259,33.90315181000045,-117.2644695629997,293818
260,33.741113519000464,-116.97425795599969,293818
261,33.722373511000455,-116.92032774799969,293818
262,33.74487194900047,-117.0159265579997,293818
263,33.56719163900044,-117.22158870399971,293818
264,33.81665144100049,-117.2130681479997,293818
265,33.78646234200045,-116.9893090549997,293818
266,33.70570172400045,-117.1970872179997,293818
267,33.670563665000486,-117.8429592499997,397115
268,33.46146027600048,-117.66786856399972,397115
269,33.68015309200047,-117.90369808199972,397115
270,33.64744389100048,-117.91895774199969,397115
271,33.64138260800047,-117.6890374299997,397115
272,33.60788261600044,-117.7234368389997,397115
273,33.72037046300045,-118.00086978499968,397115
274,33.67577332600047,-117.99961842399972,397115
275,33.53476051800044,-117.77036724299973,397115
276,33.59160188000044,-117.69836615699973,397115
277,33.57790207800048,-117.7256093419997,397115
278,33.621200058000454,-117.92711766199972,397115
279,33.501112796000484,-117.6601387989997,397115
280,33.753840040000455,-117.99399598599967,397115
281,33.74805249300044,-117.86104750899972,397115
282,33.72155230500044,-117.90713932599971,397115
283,33.767070582000486,-117.79268753699972,397115
284,33.76427239900045,-117.88057830799971,397115
285,33.71160224200048,-117.87115833599972,397115
286,33.710403020000456,-117.95119768299969,397115
287,33.73752020000046,-117.82121684299972,397115
288,33.842191383000454,-117.95265760399968,397115
289,33.80668399700045,-117.92415871299971,397115
290,33.818511103000446,-117.9788058469997,397115
291,33.832840931000476,-117.90784756199969,397115
292,33.92284337400048,-117.89508628099969,397115
293,33.881392022000455,-117.89174931699972,397115
294,33.86714040400045,-117.92859930899971,397115
295,33.901022756000486,-117.91361772899972,397115
296,33.78550209600047,-117.93168860799972,397115
297,33.78596266700049,-117.97861901199968,397115
298,33.76467213900048,-117.93206662299968,397115
299,33.78424204400045,-117.84611806899971,397115
300,33.786001772000475,-117.8759986719997,397115
301,33.79196311900046,-117.79896606899968,397115
302,33.88023190600046,-117.5384699549997,293818
303,33.866280093000455,-117.5921959479997,293818
304,33.88992126800048,-117.8068957049997,397115
351,34.68758172200046,-118.1496775339997,1187073
353,34.68816395300047,-118.23417919999969,1187073
355,35.62246179600049,-117.68225922199969,208815
399,37.37980361500047,-122.12687831799968,223026
400,37.35356412800047,-122.08848584899971,223026
403,37.379834031000485,-122.21069781899968,223026
406,37.38658182400047,-122.08971983099968,223026
410,37.35054000300045,-122.0354898169997,223026
422,37.4451133930005,-122.1540085319997,223026
423,37.433664303000455,-122.1737956879997,223026
444,37.66603085300045,-121.75368579499968,223026
486,37.28161083700047,-121.95186584099969,223026
488,37.32123294200045,-122.03792736599968,223026
489,37.01675233600048,-121.58123687199969,223026
490,36.84768382700048,-121.39007835599972,223026
491,37.22928393500047,-121.98270669099969,223026
493,37.24269262200045,-121.95783587899967,223026
494,37.43341229300046,-121.89473770899968,223026
495,37.12824083200047,-121.64723750599973,223026
496,37.34868034100049,-121.95376895399971,223026
497,37.392512756000485,-121.95914807099967,223026
499,37.27030078700045,-122.02120778399973,223026
501,36.92680203200047,-121.76965803499968,223026
503,37.34293189900046,-121.8848267519997,223026
504,37.35225193600047,-121.85195678499969,223026
505,37.30971433200045,-121.96256758999971,223026
506,37.306833593000476,-121.80983630199972,223026
507,37.25747433100048,-121.92301934999972,223026
508,37.29632302500045,-121.89422934399971,223026
509,37.36879337100049,-121.82170685599971,223026
510,37.31605369500045,-121.9366279079997,223026
511,37.30792418900046,-121.99735804899973,223026
