latitude,longitude,norm_score
34.07572239300049,-118.30301712299968,1071121
34.05010424100044,-118.2926890439997,1071121
34.01097312100046,-118.34158773599972,1071121
34.00790120200048,-118.25903697699971,1071121
34.04012376300045,-118.26498963499972,1071121
34.02888323300044,-118.35308896599969,1071121
34.05230281300044,-118.26338632799968,1071121
34.03077331100047,-118.31686899999971,1071121
34.04884418900048,-118.33610868499972,1071121
34.02418193800048,-118.20195663999971,1071121
34.04518134900047,-118.45025632399972,1071121
34.07687382000046,-118.26535895999967,1071121
34.10546395500046,-118.2923675139997,1071121
34.08989145600049,-118.29490934299969,1071121
34.07752122500045,-118.2131059239997,1071121
34.04856176400045,-118.2115199969997,1071121
34.02829231300046,-118.40269589399969,1071121
34.05421027100044,-118.38387767499972,1071121
34.06889204400045,-118.35077742299967,1071121
34.00349102100046,-118.28709702299972,1071121
34.111603448000494,-118.2612572749997,1071121
34.13538366300048,-118.20684911499967,1071121
34.11332407100048,-118.19142869099971,1071121
33.98673233600044,-118.33290641599967,1071121
33.95386236800044,-118.2919460489997,1071121
34.097151960000474,-118.35826821299969,1071121
34.07316318500045,-118.37406665299972,1071121
34.06172278600047,-118.4722594319997,1071121
34.06211383600049,-118.27713826999968,1071121
33.927010235000466,-118.24839605799968,1071121
33.92303021000049,-118.27377957999971,1071121
34.10881395500047,-118.22766603799971,1071121
34.002152760000456,-118.4290396619997,1071121
33.96958259900049,-118.17504801999968,1071121
33.91203300100045,-118.23502647699968,1071121
33.99506171100046,-118.39500957899969,1071121
34.019702237000445,-118.39595678999967,1071121
33.95620432700048,-118.11982734499969,1071121
33.94049278700044,-118.13166748599969,1071121
33.92203085800048,-118.14007941599971,1071121
33.89189390000047,-118.29849831699971,1071121
33.87544370900048,-118.28237834699968,1071121
33.90050135700045,-118.31913709299971,1071121
33.91415336400047,-118.34715803299969,1071121
33.978672351000455,-118.21899775099968,1071121
33.88913047700049,-118.3522981749997,1071121
33.92512015700049,-118.20319931099971,1071121
33.98850075300044,-118.1889476929997,1071121
33.76310359300044,-118.3666584179997,1071121
33.94496379700047,-118.19748997399972,1071121
33.95744265300044,-118.43916786999972,1071121
33.95672138200047,-118.35448805799967,1071121
33.97375380400047,-118.35768598199968,1071121
34.01760359900044,-118.49296772799971,1071121
34.02842266300047,-118.49353692399967,1071121
34.02784043300045,-118.4747187049997,1071121
34.01013019000044,-118.4726765529997,1071121
33.83163301900049,-118.2928193949997,1071121
33.83995370500048,-118.35390582699972,1071121
33.81145046900048,-118.34787930399972,1071121
33.971251081000446,-118.03505628899967,1071121
33.94370374600044,-117.99197990399972,1071121
33.94588059400047,-118.03256659999971,1071121
33.97639122200047,-118.06602748799969,1071121
33.84278230300049,-118.0123492889997,351760
33.87037308800046,-117.99698969499968,351760
33.93180277600044,-117.95265760399968,1071121
33.93180277600044,-117.95265760399968,351760
33.90267385900046,-118.00708748799968,1071121
33.90267385900046,-118.00708748799968,351760
34.014032005000445,-118.11318817799969,1071121
33.90621069400049,-118.08204752299969,1071121
33.99133369600048,-118.09123720999969,1071121
33.80096162500047,-117.9932877499997,351760
33.86631050800048,-118.08104817099968,1071121
33.344162507000476,-118.32659746699971,1071121
33.88544156700044,-118.1283087969997,1071121
33.79380105600046,-118.3173599859997,1071121
33.79895423200048,-118.06819999099969,351760
33.895374250000486,-118.16535865799972,1071121
33.73272331400045,-118.29229799399968,1071121
33.73946241700048,-118.31340603099972,1071121
33.76119179000045,-118.08841730099971,351760
33.79976240400049,-118.1668794099997,1071121
33.76935171000048,-118.18452882299971,1071121
33.76151332100045,-118.1374897929997,1071121
33.78173063100047,-118.15235840199972,1071121
33.86281277900048,-118.17910625599967,1071121
33.80148302600048,-118.18919970399969,1071121
33.83250202000045,-118.18131786399971,1071121
33.81356214200048,-118.21653847799968,1071121
33.78137434100046,-118.18660573499972,1071121
33.771432968000454,-118.15235840199972,1071121
33.79356208100046,-118.12236917399969,1071121
34.127784249000456,-118.0531358559997,1071121
34.13772127700048,-117.96655727699971,1071121
34.14363048400048,-118.0038982539997,1071121
34.20996133800048,-118.23087699599972,1071121
34.11205098400046,-118.1547394649997,1071121
34.25970296100047,-118.3244988299997,1071121
34.25460192400044,-118.2872577869997,1071121
34.145212066000454,-118.13830665399968,1071121
34.163721789000476,-118.15519568999969,1071121
34.136982626000474,-118.15917571599971,1071121
34.15076063800046,-118.09228870099969,1071121
34.16917042600045,-118.29181569799971,1071121
34.16361316400048,-118.2649592199997,1071121
34.13669151100049,-118.25949754799967,1071121
34.13853379300048,-118.2438685629997,1071121
34.15379345200046,-118.2372076689997,1071121
34.19002210700046,-118.2271663619997,1071121
34.228570997000475,-118.2469491709997,1071121
34.19807340300048,-118.59909883299969,1071121
34.22192313800048,-118.60967892099967,1071121
34.22192313800048,-118.60967892099967,96603
34.208401481000465,-118.5759399529997,1071121
34.197812702000476,-118.63800835599972,1071121
34.197812702000476,-118.63800835599972,96603
34.25282047300044,-118.5950275619997,1071121
34.25282047300044,-118.5950275619997,96603
34.181362512000476,-118.93538922299967,96603
34.38552128500049,-118.51401927999967,1071121
34.23588364000045,-118.5210581879997,1071121
34.200180731000444,-118.54031959799971,1071121
34.30514302800049,-118.43521825999971,1071121
34.235514315000444,-118.4752661759997,1071121
34.274801855000476,-118.50113633899969,1071121
34.262123129000486,-118.46175755399969,1071121
34.22551211300049,-118.37651723499971,1071121
34.16990038700044,-118.5404890529997,1071121
34.20036322100049,-118.8758191979997,96603
34.15138197400046,-118.83569741699972,1071121
34.15138197400046,-118.83569741699972,96603
34.18186218700049,-118.82387900199967,1071121
34.18186218700049,-118.82387900199967,96603
34.16201420300047,-118.59846880599969,1071121
34.22575108800049,-118.4489267519997,1071121
34.20047184600048,-118.4486964669997,1071121
34.199811405000446,-118.48688906499967,1071121
34.17933339400048,-118.45792960399967,1071121
34.15306349100047,-118.43295885699968,1071121
34.15384124700046,-118.4873366009997,1071121
34.171151749000444,-118.32244798699969,1071121
34.167132618000494,-118.37252852099971,1071121
34.14446038000045,-118.3942796179997,1071121
34.20546425700047,-118.40193986299971,1071121
34.18673293900048,-118.3868062089997,1071121
34.16615064800044,-118.39933720499971,1071121
34.132142289000456,-117.5964583979997,182803
34.08512064000047,-117.96798678299967,1071121
34.10821434400049,-117.71909617899968,1071121
34.09580066400048,-117.90580975499972,1071121
34.08496422000047,-117.88642668499972,1071121
34.07881169200044,-118.03912755799968,1071121
34.07068218700044,-118.0160599249997,1071121
34.055100997000466,-118.04699636399971,1071121
34.11709119000045,-117.85499925999972,1071121
34.139050848000466,-117.85502967499968,1071121
33.99778168400047,-117.96604891099969,1071121
34.115861554000446,-117.77047586899971,1071121
34.05316312500048,-118.1388497799997,1071121
34.05779055600044,-117.6632889279997,182803
34.07173367800044,-117.6995175839997,182803
34.07463179600046,-117.61381669499968,182803
34.044181998000454,-117.7523962999997,1071121
34.044181998000454,-117.7523962999997,182803
34.08076260000047,-117.73770583699968,1071121
34.063960463000456,-117.77899642499972,1071121
34.06563329100044,-118.08368993499971,1071121
34.103161103000446,-117.81483837499968,1071121
34.11565299400047,-118.08573643299968,1071121
34.089800211000465,-118.09671626199969,1071121
34.101653386000464,-118.05552995399972,1071121
34.10199229600045,-117.65981726899969,182803
34.06664133200047,-117.93768905999968,1071121
34.06350423700047,-117.89805826499969,1071121
34.09389320600047,-118.12939939299969,1071121
34.07533134300047,-118.1443071059997,1071121
32.638750864000485,-117.06695864799968,353089
32.60779270000046,-117.06010657499968,353089
32.759303042000454,-117.00408641899969,353089
32.77484078200047,-117.02488595999972,353089
32.73552282600048,-117.0330893309997,353089
32.67268101200045,-117.09200760499971,353089
32.72646349000047,-116.99852915599968,353089
33.154420461000484,-117.33129574699967,353089
33.09305160500048,-117.24851904799971,353089
32.95928192000048,-117.25603590699967,353089
32.79485387700049,-116.96692793199969,353089
32.816800500000454,-116.9226088749997,353089
33.052903753000464,-117.27300749899968,353089
33.11118331200049,-117.07192933499971,353089
33.167412028000456,-117.10243996299971,353089
33.135241608000456,-117.04757992299972,353089
33.36927229300045,-117.22599888499968,260711
33.36927229300045,-117.22599888499968,353089
32.84544277600048,-117.25443694499972,353089
32.85864290200044,-116.9208882529997,353089
33.199460789000454,-117.28638577099969,353089
32.97370299300047,-117.04030638499972,353089
32.846442127000444,-116.98605899099971,353089
33.127581363000445,-117.19004830899968,353089
33.19725352700044,-117.25032656999969,353089
33.21295203100044,-117.2223099739997,353089
32.71385428400049,-117.12178827199972,353089
32.74582048900044,-117.16264870399971,353089
32.74201426500048,-117.09537932899968,353089
32.76310057700044,-117.20166685299972,353089
32.80228383600047,-117.16407821099972,353089
32.681631724000454,-117.1699656939997,353089
32.86214063200049,-117.21337664299972,353089
32.808010553000486,-117.13417588299967,353089
33.01729208900048,-117.1075496899997,353089
32.99882147000045,-117.0720857549997,353089
32.945912337000436,-117.22171905399972,353089
32.679880686000445,-117.04990884599971,353089
33.712853604000486,-116.23375604799969,260711
33.92536347800046,-116.89273696299972,260711
33.94979109900049,-116.97655646399971,260711
33.61149331500047,-114.60558689699968,18428
33.61149331500047,-114.60558689699968,260711
32.97972082500047,-115.53253733599968,18428
32.787693308000485,-115.5668281189997,18428
32.84548188100047,-115.57421897399968,18428
34.152872311000465,-116.3042363829997,182803
33.72585386100047,-116.38247689599967,260711
33.84215227700048,-116.53782822399967,260711
33.801430886000446,-116.51931849999971,260711
33.76684029700044,-116.42074770499971,260711
34.14809280400044,-116.41266599499971,182803
34.46442224000049,-117.19576633599968,182803
34.89102357000047,-117.0343667619997,182803
34.032932779000475,-117.31366805999971,182803
34.24360037000048,-116.90894817799972,182803
34.06130132000044,-117.3200465279997,260711
